row_id,item_id,model,mode,hop,run_index
606572,infra_migration,openai/gpt-4o,risk_aware,single,1
250931,infra_migration,openai/gpt-4o,risk_aware,single,2
104571,infra_migration,openai/gpt-4o,preserve_all,single,0
286912,infra_migration,openai/gpt-4o,preserve_all,single,1
600302,infra_migration,openai/gpt-4o,preserve_all,single,2
871732,ml_safety_filter,openai/gpt-4o-mini,neutral,single,0
718801,ml_safety_filter,openai/gpt-4o-mini,neutral,single,1
754155,ml_safety_filter,openai/gpt-4o-mini,neutral,single,2
077444,ml_safety_filter,openai/gpt-4o-mini,risk_aware,single,0
587772,ml_safety_filter,openai/gpt-4o-mini,risk_aware,single,1
210207,ml_safety_filter,openai/gpt-4o-mini,risk_aware,single,2
057082,ml_safety_filter,openai/gpt-4o-mini,preserve_all,single,0
512347,ml_safety_filter,openai/gpt-4o-mini,preserve_all,single,1
323816,ml_safety_filter,openai/gpt-4o-mini,preserve_all,single,2
206509,ml_safety_filter,openai/gpt-4o,neutral,single,0
485556,ml_safety_filter,openai/gpt-4o,neutral,single,1
385013,ml_safety_filter,openai/gpt-4o,neutral,single,2
198287,ml_safety_filter,openai/gpt-4o,risk_aware,single,0
586080,ml_safety_filter,openai/gpt-4o,risk_aware,single,1
874812,ml_safety_filter,openai/gpt-4o,risk_aware,single,2
350930,ml_safety_filter,openai/gpt-4o,preserve_all,single,0
210819,ml_safety_filter,openai/gpt-4o,preserve_all,single,1
333332,ml_safety_filter,openai/gpt-4o,preserve_all,single,2
895157,security_offboarding,openai/gpt-4o-mini,neutral,single,0
152494,security_offboarding,openai/gpt-4o-mini,neutral,single,1
537733,security_offboarding,openai/gpt-4o-mini,neutral,single,2
228108,security_offboarding,openai/gpt-4o-mini,risk_aware,single,0
194190,security_offboarding,openai/gpt-4o-mini,risk_aware,single,1
923702,security_offboarding,openai/gpt-4o-mini,risk_aware,single,2
881753,security_offboarding,openai/gpt-4o-mini,preserve_all,single,0
115237,security_offboarding,openai/gpt-4o-mini,preserve_all,single,1
105620,security_offboarding,openai/gpt-4o-mini,preserve_all,single,2
408938,security_offboarding,openai/gpt-4o,neutral,single,0
173169,security_offboarding,openai/gpt-4o,neutral,single,1
474368,security_offboarding,openai/gpt-4o,neutral,single,2
641526,security_offboarding,openai/gpt-4o,risk_aware,single,0
947899,security_offboarding,openai/gpt-4o,risk_aware,single,1
903506,security_offboarding,openai/gpt-4o,risk_aware,single,2
787118,security_offboarding,openai/gpt-4o,preserve_all,single,0
009821,security_offboarding,openai/gpt-4o,preserve_all,single,1
504350,security_offboarding,openai/gpt-4o,preserve_all,single,2
691034,healthcare_lab_interface,openai/gpt-4o-mini,neutral,0,0
492841,healthcare_lab_interface,openai/gpt-4o-mini,neutral,1,0
214512,healthcare_lab_interface,openai/gpt-4o-mini,neutral,2,0
128343,healthcare_lab_interface,openai/gpt-4o-mini,neutral,3,0
180519,healthcare_lab_interface,openai/gpt-4o-mini,neutral,0,1
126584,healthcare_lab_interface,openai/gpt-4o-mini,neutral,1,1
160588,healthcare_lab_interface,openai/gpt-4o-mini,neutral,2,1
220576,healthcare_lab_interface,openai/gpt-4o-mini,neutral,3,1
805846,healthcare_lab_interface,openai/gpt-4o-mini,neutral,0,2
784515,healthcare_lab_interface,openai/gpt-4o-mini,neutral,1,2
894949,healthcare_lab_interface,openai/gpt-4o-mini,neutral,2,2
074946,healthcare_lab_interface,openai/gpt-4o-mini,neutral,3,2
773378,healthcare_lab_interface,openai/gpt-4o-mini,neutral,0,0
526341,healthcare_lab_interface,openai/gpt-4o-mini,neutral,1,0
218564,healthcare_lab_interface,openai/gpt-4o-mini,neutral,2,0
129197,healthcare_lab_interface,openai/gpt-4o-mini,neutral,3,0
444316,healthcare_lab_interface,openai/gpt-4o-mini,neutral,4,0
733312,healthcare_lab_interface,openai/gpt-4o-mini,neutral,0,1
081523,healthcare_lab_interface,openai/gpt-4o-mini,neutral,1,1
424102,healthcare_lab_interface,openai/gpt-4o-mini,neutral,2,1
378618,healthcare_lab_interface,openai/gpt-4o-mini,neutral,3,1
271848,healthcare_lab_interface,openai/gpt-4o-mini,neutral,4,1
817925,healthcare_lab_interface,openai/gpt-4o-mini,neutral,0,2
543061,healthcare_lab_interface,openai/gpt-4o-mini,neutral,1,2
668758,healthcare_lab_interface,openai/gpt-4o-mini,neutral,2,2
099043,healthcare_lab_interface,openai/gpt-4o-mini,neutral,3,2
385968,healthcare_lab_interface,openai/gpt-4o-mini,neutral,4,2
731756,infra_migration,anthropic/claude-haiku-4.5,neutral,0,0
237111,infra_migration,anthropic/claude-haiku-4.5,neutral,1,0
689485,infra_migration,anthropic/claude-haiku-4.5,neutral,2,0
962596,infra_migration,anthropic/claude-haiku-4.5,neutral,3,0
001178,infra_migration,anthropic/claude-haiku-4.5,neutral,4,0
888381,infra_migration,anthropic/claude-haiku-4.5,neutral,0,1
023600,infra_migration,anthropic/claude-haiku-4.5,neutral,1,1
370625,infra_migration,anthropic/claude-haiku-4.5,neutral,2,1
524107,infra_migration,anthropic/claude-haiku-4.5,neutral,3,1
202345,infra_migration,anthropic/claude-haiku-4.5,neutral,4,1
983868,infra_migration,anthropic/claude-haiku-4.5,neutral,0,2
990750,infra_migration,anthropic/claude-haiku-4.5,neutral,1,2
420448,infra_migration,anthropic/claude-haiku-4.5,neutral,2,2
535669,infra_migration,anthropic/claude-haiku-4.5,neutral,3,2
850206,infra_migration,anthropic/claude-haiku-4.5,neutral,4,2
549371,infra_migration,anthropic/claude-haiku-4.5,risk_aware,0,0
696125,infra_migration,anthropic/claude-haiku-4.5,risk_aware,1,0
616971,infra_migration,anthropic/claude-haiku-4.5,risk_aware,2,0
623099,infra_migration,anthropic/claude-haiku-4.5,risk_aware,3,0
317958,infra_migration,anthropic/claude-haiku-4.5,risk_aware,4,0
645976,infra_migration,anthropic/claude-haiku-4.5,risk_aware,0,1
808952,infra_migration,anthropic/claude-haiku-4.5,risk_aware,1,1
386454,infra_migration,anthropic/claude-haiku-4.5,risk_aware,2,1
422868,infra_migration,anthropic/claude-haiku-4.5,risk_aware,3,1
147188,infra_migration,anthropic/claude-haiku-4.5,risk_aware,4,1
039051,infra_migration,anthropic/claude-haiku-4.5,risk_aware,0,2
396438,infra_migration,anthropic/claude-haiku-4.5,risk_aware,1,2
868187,infra_migration,anthropic/claude-haiku-4.5,risk_aware,2,2
521880,infra_migration,anthropic/claude-haiku-4.5,risk_aware,3,2
020581,infra_migration,anthropic/claude-haiku-4.5,risk_aware,4,2
958020,infra_migration,openai/gpt-4o-mini,neutral,0,0
329964,infra_migration,openai/gpt-4o-mini,neutral,1,0
975888,infra_migration,openai/gpt-4o-mini,neutral,2,0
092348,infra_migration,openai/gpt-4o-mini,neutral,3,0
316627,infra_migration,openai/gpt-4o-mini,neutral,4,0
255786,infra_migration,openai/gpt-4o-mini,neutral,0,1
279316,infra_migration,openai/gpt-4o-mini,neutral,1,1
841422,infra_migration,openai/gpt-4o-mini,neutral,2,1
708426,infra_migration,openai/gpt-4o-mini,neutral,3,1
939219,infra_migration,openai/gpt-4o-mini,neutral,4,1
229419,infra_migration,openai/gpt-4o-mini,neutral,0,2
159837,infra_migration,openai/gpt-4o-mini,neutral,1,2
639760,infra_migration,openai/gpt-4o-mini,neutral,2,2
518657,infra_migration,openai/gpt-4o-mini,neutral,3,2
368247,infra_migration,openai/gpt-4o-mini,neutral,4,2
094088,infra_migration,openai/gpt-4o-mini,risk_aware,0,0
751189,infra_migration,openai/gpt-4o-mini,risk_aware,1,0
896709,infra_migration,openai/gpt-4o-mini,risk_aware,2,0
929420,infra_migration,openai/gpt-4o-mini,risk_aware,3,0
442047,infra_migration,openai/gpt-4o-mini,risk_aware,4,0
727622,infra_migration,openai/gpt-4o-mini,risk_aware,0,1
525965,infra_migration,openai/gpt-4o-mini,risk_aware,1,1
639679,infra_migration,openai/gpt-4o-mini,risk_aware,2,1
122251,infra_migration,openai/gpt-4o-mini,risk_aware,3,1
270963,infra_migration,openai/gpt-4o-mini,risk_aware,4,1
817568,infra_migration,openai/gpt-4o-mini,risk_aware,0,2
818730,infra_migration,openai/gpt-4o-mini,risk_aware,1,2
570386,infra_migration,openai/gpt-4o-mini,risk_aware,2,2
229351,infra_migration,openai/gpt-4o-mini,risk_aware,3,2
132278,infra_migration,openai/gpt-4o-mini,risk_aware,4,2
714462,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,0,0
291912,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,1,0
482780,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,2,0
998604,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,3,0
091200,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,4,0
390765,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,0,1
417751,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,1,1
999146,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,2,1
954876,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,3,1
169828,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,4,1
149280,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,0,2
631350,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,1,2
290857,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,2,2
031439,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,3,2
768401,ml_safety_filter,anthropic/claude-haiku-4.5,neutral,4,2
571233,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,0,0
866578,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,1,0
307570,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,2,0
362659,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,3,0
002634,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,4,0
191073,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,0,1
543170,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,1,1
908564,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,2,1
752834,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,3,1
774531,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,4,1
752652,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,0,2
287507,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,1,2
570040,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,2,2
381804,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,3,2
683036,ml_safety_filter,anthropic/claude-haiku-4.5,risk_aware,4,2
393289,ml_safety_filter,openai/gpt-4o-mini,neutral,0,0
747440,ml_safety_filter,openai/gpt-4o-mini,neutral,1,0
064294,ml_safety_filter,openai/gpt-4o-mini,neutral,2,0
551074,ml_safety_filter,openai/gpt-4o-mini,neutral,3,0
659932,ml_safety_filter,openai/gpt-4o-mini,neutral,4,0
988919,ml_safety_filter,openai/gpt-4o-mini,neutral,0,1
347196,ml_safety_filter,openai/gpt-4o-mini,neutral,1,1
849713,ml_safety_filter,openai/gpt-4o-mini,neutral,2,1
626628,ml_safety_filter,openai/gpt-4o-mini,neutral,3,1
432024,ml_safety_filter,openai/gpt-4o-mini,neutral,4,1
503077,ml_safety_filter,openai/gpt-4o-mini,neutral,0,2
910227,ml_safety_filter,openai/gpt-4o-mini,neutral,1,2
642814,ml_safety_filter,openai/gpt-4o-mini,neutral,2,2
668946,ml_safety_filter,openai/gpt-4o-mini,neutral,3,2
738253,ml_safety_filter,openai/gpt-4o-mini,neutral,4,2
180907,ml_safety_filter,openai/gpt-4o-mini,risk_aware,0,0
799559,ml_safety_filter,openai/gpt-4o-mini,risk_aware,1,0
395744,ml_safety_filter,openai/gpt-4o-mini,risk_aware,2,0
203269,ml_safety_filter,openai/gpt-4o-mini,risk_aware,3,0
900026,ml_safety_filter,openai/gpt-4o-mini,risk_aware,4,0
309193,ml_safety_filter,openai/gpt-4o-mini,risk_aware,0,1
982114,ml_safety_filter,openai/gpt-4o-mini,risk_aware,1,1
321629,ml_safety_filter,openai/gpt-4o-mini,risk_aware,2,1
074007,ml_safety_filter,openai/gpt-4o-mini,risk_aware,3,1
093351,ml_safety_filter,openai/gpt-4o-mini,risk_aware,4,1
978572,ml_safety_filter,openai/gpt-4o-mini,risk_aware,0,2
888391,ml_safety_filter,openai/gpt-4o-mini,risk_aware,1,2
628399,ml_safety_filter,openai/gpt-4o-mini,risk_aware,2,2
372833,ml_safety_filter,openai/gpt-4o-mini,risk_aware,3,2
147443,ml_safety_filter,openai/gpt-4o-mini,risk_aware,4,2
729799,security_offboarding,anthropic/claude-haiku-4.5,neutral,0,0
940701,security_offboarding,anthropic/claude-haiku-4.5,neutral,1,0
061967,security_offboarding,anthropic/claude-haiku-4.5,neutral,2,0
627481,security_offboarding,anthropic/claude-haiku-4.5,neutral,3,0
781487,security_offboarding,anthropic/claude-haiku-4.5,neutral,4,0
241117,security_offboarding,anthropic/claude-haiku-4.5,neutral,0,1
577040,security_offboarding,anthropic/claude-haiku-4.5,neutral,1,1
356992,security_offboarding,anthropic/claude-haiku-4.5,neutral,2,1
882167,security_offboarding,anthropic/claude-haiku-4.5,neutral,3,1
897279,security_offboarding,anthropic/claude-haiku-4.5,neutral,4,1
323277,security_offboarding,anthropic/claude-haiku-4.5,neutral,0,2
564505,security_offboarding,anthropic/claude-haiku-4.5,neutral,1,2
610235,security_offboarding,anthropic/claude-haiku-4.5,neutral,2,2
074983,security_offboarding,anthropic/claude-haiku-4.5,neutral,3,2
620768,security_offboarding,anthropic/claude-haiku-4.5,neutral,4,2
207890,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,0,0
940526,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,1,0
705173,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,2,0
217007,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,3,0
771910,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,4,0
647601,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,0,1
609850,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,1,1
265422,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,2,1
020493,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,3,1
633078,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,4,1
129163,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,0,2
172074,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,1,2
031567,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,2,2
450080,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,3,2
347639,security_offboarding,anthropic/claude-haiku-4.5,risk_aware,4,2
658148,security_offboarding,openai/gpt-4o-mini,neutral,0,0
154218,security_offboarding,openai/gpt-4o-mini,neutral,1,0
793586,security_offboarding,openai/gpt-4o-mini,neutral,2,0
818835,security_offboarding,openai/gpt-4o-mini,neutral,3,0
845822,security_offboarding,openai/gpt-4o-mini,neutral,4,0
510314,security_offboarding,openai/gpt-4o-mini,neutral,0,1
120521,security_offboarding,openai/gpt-4o-mini,neutral,1,1
279258,security_offboarding,openai/gpt-4o-mini,neutral,2,1
051941,security_offboarding,openai/gpt-4o-mini,neutral,3,1
095453,security_offboarding,openai/gpt-4o-mini,neutral,4,1
884761,security_offboarding,openai/gpt-4o-mini,neutral,0,2
867159,security_offboarding,openai/gpt-4o-mini,neutral,1,2
847248,security_offboarding,openai/gpt-4o-mini,neutral,2,2
368000,security_offboarding,openai/gpt-4o-mini,neutral,3,2
480235,security_offboarding,openai/gpt-4o-mini,neutral,4,2
089854,security_offboarding,openai/gpt-4o-mini,risk_aware,0,0
604551,security_offboarding,openai/gpt-4o-mini,risk_aware,1,0
695821,security_offboarding,openai/gpt-4o-mini,risk_aware,2,0
244135,security_offboarding,openai/gpt-4o-mini,risk_aware,3,0
501007,security_offboarding,openai/gpt-4o-mini,risk_aware,4,0
033627,security_offboarding,openai/gpt-4o-mini,risk_aware,0,1
326351,security_offboarding,openai/gpt-4o-mini,risk_aware,1,1
385310,security_offboarding,openai/gpt-4o-mini,risk_aware,2,1
603926,security_offboarding,openai/gpt-4o-mini,risk_aware,3,1
856698,security_offboarding,openai/gpt-4o-mini,risk_aware,4,1
133248,security_offboarding,openai/gpt-4o-mini,risk_aware,0,2
592831,security_offboarding,openai/gpt-4o-mini,risk_aware,1,2
695916,security_offboarding,openai/gpt-4o-mini,risk_aware,2,2
978349,security_offboarding,openai/gpt-4o-mini,risk_aware,3,2
475048,security_offboarding,openai/gpt-4o-mini,risk_aware,4,2
